"","Reference.Number","Name","group","category","class","Feature.Easting","Feature.Northing","Positional.Accuracy.Code","Unique.Property.Reference.Number","Topographic.TOID","Topographic.TOID.Version","ITN.Easting","ITN.Northing","ITN.TOID","ITN.TOID.Version","Distance","Address.Detail","Street.Name","Locality","Geographic.County","Postcode","Verified.Address","Administrative.Boundary","Telephone.Number","URL","Brand","Qualifier.Type","Qualifier.Data","Provenance","Date.of.Supply"
"127249",54910413,"St Marys Sheltered Housing",2,11,191,544680,183457,1,NA,"0001000042430558",4,544645,183442.4,4000000030360652,8,37.9,"70-97","St Marys","Barking","Greater London","IG11 7SP","N","Barking and Dagenham London Boro",2085910837,"","","","","118 Information","2015-03-01"
"127271",54863260,"Beauty Trendz",2,10,156,546347.6,187438,1,10034922510,"0001000007473465",5,546353,187423.7,4000000030257474,2,15.3,"853","High Road","Ilford","Greater London","IG3 8TG","Y","Redbridge London Boro",2085989890,"www.beautytrendz.com","","","","118 Information","2015-03-01"
"127361",54713072,"R M Williams Accountancy Ltd",2,9,135,549331.8,187813.6,1,100021401245,"0001000000168204",3,549333.3,187795.7,4000000030365946,5,18,"105","Vignoles Road","Romford","Greater London","RM7 0DU","Y","Havering London Boro",1708731398,"","","","","118 Information","2015-03-01"
"127400",54842459,"Glitz N Glamour",2,10,156,545350.1,185082.8,1,100018887,"0001000007382306",3,545332.9,185110,4000000031179446,2,32.2,"32 Faircross Parade","Longbridge Road","Barking","Greater London","IG11 8UW","Y","Barking and Dagenham London Boro",2085945619,"","","","","118 Information","2015-03-01"
"127431",54809075,"M L C Solicitors",2,9,154,544478.9,184420.3,1,100018978,"0001000007191292",3,544500.7,184403.9,4000000030360709,4,27.3,"23","Longbridge Road","Barking","Greater London","IG11 8TN","Y","Barking and Dagenham London Boro",2085143000,"","","","","118 Information","2015-03-01"
"127432",54820051,"The Stylists Room",2,10,156,549024.8,184774.7,1,100013827,"0001000000157606",4,549041,184774.7,4000000030103499,4,16.2,"281","Heathway","Dagenham","Greater London","RM9 5AQ","Y","Barking and Dagenham London Boro",2085927277,"","","","","118 Information","2015-03-01"
"127760",54843986,"Toulouz Hair",2,10,156,550291.7,184628.3,1,NA,"0001000000215205",2,550270.1,184627.6,4000000030365520,2,21.6,"676","Rainham Road South","Dagenham","Greater London","RM10 8YS","Y","Barking and Dagenham London Boro",2085937529,"","","","","118 Information","2015-03-01"
"127812",54823774,"Scruples",2,10,156,548586.7,186113.3,1,100035274,"0001000000117259",2,548594.3,186093.9,4000000030159618,3,20.8,"271","Wood Lane","Dagenham","Greater London","RM8 3NH","Y","Barking and Dagenham London Boro",2085921346,"","","","","118 Information","2015-03-01"
"128027",54854269,"The Co-operative Funeralcare",2,10,165,550900.8,187364.1,1,100023219255,"0001000000221059",4,550920.9,187362.9,4000000031248838,1,20.1,"90","Dagenham Road","Romford","Greater London","RM7 0TJ","Y","Havering London Boro",1708752617,"www.co-operative.coop/funeralcare","The Co-operative Funeralcare","","","118 Information","2015-03-01"
"128276",54908223,"Cromwell Lodge",5,28,373,545453.8,185221.2,1,10034914871,"0001000007382583",3,545468.3,185198.6,4000000031179480,2,26.9,"Flat 1 Cromwell Lodge","Longbridge Road","Barking","Greater London","IG11 8UB","Y","Redbridge London Boro",2085948894,"","","","","118 Information","2015-03-01"
"128459",54830555,"Farrah's Beauty Consultants",2,10,156,543953.8,185576.5,1,100023582880,"0001000007107130",3,543937,185570.6,4000000030360981,2,17.8,"257","Ilford Lane","Ilford","Greater London","IG1 2SB","Y","Redbridge London Boro",2085148826,"","","","","118 Information","2015-03-01"
"128560",54813379,"Perfection Hair & Beauty",2,10,156,546720.1,185774.5,1,100091533,"0001000007465079",2,546716.6,185758.5,4000000030361181,3,16.4,"835","Longbridge Road","Dagenham","Greater London","RM8 2DA","Y","Barking and Dagenham London Boro",2085992272,"","","","","118 Information","2015-03-01"
"128638",54811503,"Hollywood Nails",2,10,156,544394.9,184231.5,1,100060456,"0001000007191164",3,544384.6,184221,4000000030867280,3,14.7,"26","Station Parade","Barking","Greater London","IG11 8DR","Y","Barking and Dagenham London Boro",2085942126,"","","","","118 Information","2015-03-01"
"128710",54894305,"William Grant & Partners",2,11,191,548169,188078,1,NA,"0001000000124688",3,548176,188050.6,4000000030362430,2,28.3,"5th Floor New Enterprise House, 149-151 High Road","Chadwell Heath","Romford","Greater London","RM6 6PJ","N","Barking and Dagenham London Boro",2085508888,"www.williamgrant.co.uk","","","","118 Information","2015-03-01"
"128746",54853076,"The Co-operative Funeralcare",2,10,165,544600.5,184546.3,1,100018940,"0001000042431456",4,544611.3,184534.8,4000000030360780,2,15.8,"75","Longbridge Road","Barking","Greater London","IG11 8TG","Y","Barking and Dagenham London Boro",2085943220,"www.co-operative.coop/funeralcare","The Co-operative Funeralcare","","","118 Information","2015-03-01"
"128756",54832300,"American Professional Nails",2,10,156,549114.8,184777.8,1,100090429,"0001000000157630",3,549044.2,184795,4000000031211836,2,72.7,"258-278","Heathway","Dagenham","Greater London","RM10 8QS","Y","Barking and Dagenham London Boro",2089849902,"","","","","118 Information","2015-03-01"
"130258",54967656,"Abbey Antique & Furnishing Ltd",2,13,206,550054.2,187818.1,1,10033424841,"0001000000220724",4,550054,187833,4000000030365957,3,14.9,"","Maldon Road","Romford","Greater London","RM7 0JB","Y","Havering London Boro",1708741135,"www.abbey-group.net","","","","118 Information","2015-03-01"
"130348",54882567,"Urban Bridesmaid",2,10,186,547847.2,181375.7,1,10011848671,"1000001810489357",1,547867,181374.3,4000000030422320,3,19.9,"20","Redbourne Drive","London","Greater London","SE28 8QF","Y","Bexley London Boro",7956531508,"","","","","118 Information","2015-03-01"
"130681",54832725,"Greenwoods",2,10,156,549238,186386.2,1,100029158,"0001000000167003",3,549253.7,186386.4,4000000030159640,4,15.7,"29","Stansgate Road","Dagenham","Greater London","RM10 7LU","Y","Barking and Dagenham London Boro",2085924166,"","","","","118 Information","2015-03-01"
"130728",54893205,"Amberley Estates Ltd",2,11,190,546182.6,180682.6,1,10010194775,"0001000007457502",4,546197,180696,4000000030245023,4,19.7,"1","Twin Tumps Way","London","Greater London","SE28 8RD","Y","Greenwich London Boro",2083105911,"www.amberleyestates.co.uk","","","","118 Information","2015-03-01"
"130737",54890359,"Bairstow Eves",2,11,190,547831.6,187929,1,100013061,"0001000000060893",3,547825.9,187948.2,4000000030258931,4,20,"24","High Road","Romford","Greater London","RM6 6PR","Y","Barking and Dagenham London Boro",2082617110,"www.bairstoweves.co.uk","Countrywide","","","118 Information","2015-03-01"
"130940",54806344,"Will Service",2,9,154,551312,187030.3,1,100064314,"0001000000288512",2,551326.7,187025.5,4000000031100301,1,15.5,"118","Gorseway","Romford","Greater London","RM7 0RX","Y","Barking and Dagenham London Boro",1708700670,"","","","","118 Information","2015-03-01"
"131035",54834733,"B Wallis & Son",2,10,165,549422.2,185828.6,1,100092494,"0001000000161730",3,549420.5,185807.4,4000000030159601,5,21.3,"221-223","Oxlow Lane","Dagenham","Greater London","RM10 7YA","Y","Barking and Dagenham London Boro",2085922146,"www.dignityfunerals.co.uk","Dignity Funerals","","","118 Information","2015-03-01"
"131053",54893591,"Baker Estates",2,11,190,549906.3,191195.6,1,100021366712,"0001000000177160",2,549917.4,191186.9,4000000030263966,6,14.1,"7a","Clockhouse Lane","Romford","Greater London","RM5 3PH","Y","Havering London Boro",1708746633,"www.bakerestates.co.uk","","","","118 Information","2015-03-01"
"131390",54907365,"Forsters Close Sheltered Housing",2,11,191,548617.2,188201.4,1,100009946,"0001000000123007",2,548635,188237,4000000030366294,2,39.8,"2","Forsters Close","Romford","Greater London","RM6 6DH","Y","Barking and Dagenham London Boro",2085999805,"","","","","118 Information","2015-03-01"
"131443",54980014,"Hales Commercial",2,13,212,549651.4,187745.6,1,100021368901,"0001000000167507",3,549650.9,187721.2,4000000031179516,3,24.4,"178","Crow Lane","Romford","Greater London","RM7 0ES","Y","Havering London Boro",1708725013,"www.halescommercial.co.uk","","","","118 Information","2015-03-01"
"131587",54921155,"D & R Refurbishments",2,13,204,551826.9,188098.6,1,100021326748,"0001000000290859",3,551840.8,188103.7,4000000030103751,3,14.8,"6","Craigdale Road","Hornchurch","Greater London","RM11 1AE","Y","Havering London Boro",1708731528,"www.dandrrefurbishments.com","","","","118 Information","2015-03-01"
"131606",55009562,"V & H Services",2,13,212,548435.6,187628.9,1,100027451,"0001000000119830",4,548435,187606,4000000030103535,2,22.9,"Unit 5 Beaver Centre","Selinas Lane","Dagenham","Greater London","RM8 1QH","Y","Barking and Dagenham London Boro",2085937735,"","","","","118 Information","2015-03-01"
"132201",54924136,"B & D Glassmasters Ltd",2,13,204,550288.8,187865.7,1,200001515617,"0001000000220690",3,550278,187917.8,4000000030263528,2,53.2,"Unit 23","Danes Road","Romford","Greater London","RM7 0HL","Y","Havering London Boro",1708724614,"www.banddglassmasters.co.uk","","","","118 Information","2015-03-01"
"132228",55009601,"J A S Autos",2,13,212,548281,187547,1,NA,"0001000000119062",5,548269,187557,4000000031179825,2,15.6,"Hammond House","Freshwater Road","Dagenham","Greater London","RM8 1RX","N","Barking and Dagenham London Boro",2085902575,"","","","","118 Information","2015-03-01"
"132515",54933078,"Specialized Doors",2,13,204,549815.8,185629.9,1,100025153,"0001000000159985",2,549961.3,185720,4000000030262811,2,171.1,"Unit 6  Sterling Industrial Estate","Rainham Road South","Dagenham","Greater London","RM10 8TX","Y","Barking and Dagenham London Boro",8451302112,"","","","","118 Information","2015-03-01"
"132578",54985363,"B & J Tyres & Exhausts M O T & Car Repairs",2,13,212,546765,187017.6,1,10023192238,"0001000007472787",2,546764.3,187033.3,4000000030257460,2,15.8,"662","Green Lane","Ilford","Greater London","IG3 9RX","Y","Redbridge London Boro",2085992746,"","","","","118 Information","2015-03-01"
"132983",54848709,"Budget Cleaning",2,10,158,551728.4,183925.8,1,100021349471,"0001000000279543",2,551739,183910.3,4000000030262563,4,18.8,"26","Dunmow Drive","Rainham","Greater London","RM13 7UD","Y","Havering London Boro",1708552657,"www.budgetcleaningessex.co.uk","","","","118 Information","2015-03-01"
"133061",55004060,"S H Tyres & Wheels",2,13,212,545190,183504.5,1,100045716,"0001000007373328",4,545173.8,183496.4,4000000030360642,2,18.1,"131","Movers Lane","Barking","Greater London","IG11 7UQ","Y","Barking and Dagenham London Boro",2085915407,"","","","","118 Information","2015-03-01"
"133075",54968074,"The Boiler Toiler",2,13,207,545688.4,185757.6,1,100022199322,"0001000007379926",2,545699,185714,4000000030156526,3,44.9,"12","Broadhurst Avenue","Ilford","Greater London","IG3 9DJ","Y","Redbridge London Boro",2085906260,"","","","","118 Information","2015-03-01"
"133086",54925812,"Alan W Decorating Services",2,13,204,552434.5,184968,1,100021350186,"0001000000339316",2,552444.4,184954.1,4000000030662517,2,17,"12","Finucane Gardens","Rainham","Greater London","RM13 7QA","Y","Havering London Boro",1708526181,"","","","","118 Information","2015-03-01"
"133177",54913730,"Albany Residential",2,11,190,550259.5,184883.7,1,100091694,"0001000000214831",2,550273,184888.2,4000000030365570,3,14.2,"631","Rainham Road South","Dagenham","Greater London","RM10 8AH","Y","Barking and Dagenham London Boro",2085933030,"www.albanyresidential.com","","","","118 Information","2015-03-01"
"133257",54982095,"S & S Motors",2,13,212,547787.8,187212.9,1,100016622,"0001000000062952",2,547787,187227.5,4000000030257528,4,14.6,"10","Kemp Road","Dagenham","Greater London","RM8 1ST","Y","Barking and Dagenham London Boro",2085998829,"","","","","118 Information","2015-03-01"
"133303",54975414,"G M S",2,13,207,543863.1,185846.8,1,100023044093,"0001000007106959",3,543841.8,185840.2,4000000030360984,2,22.3,"167","Ilford Lane","Ilford","Greater London","IG1 2RT","Y","Redbridge London Boro",2084781486,"www.gmsspares.com","","","","118 Information","2015-03-01"
"133485",54999179,"T D K Joinery",2,14,214,551691,187429.3,1,200002666829,"0001000000288278",3,551693.2,187447.4,4000000030103587,5,18.3,"2","Roneo Corner","Hornchurch","Greater London","RM12 4TN","Y","Havering London Boro",1708437127,"www.tdkjoinery.co.uk","","","","118 Information","2015-03-01"
"134541",54964160,"Romford Coachworks",2,13,212,550072.5,187832.7,1,100023219201,"0001000000220853",5,550054,187833,4000000030365957,3,18.5,"","Maldon Road","Romford","Greater London","RM7 0JB","Y","Havering London Boro",1708743866,"","","","","118 Information","2015-03-01"
"134607",54402576,"Andrew Building Services",2,3,45,547311.9,184299.3,1,100052248,"0001000000050648",2,547309.9,184315.1,4000000030156425,5,15.9,"85","Woodward Road","Dagenham","Greater London","RM9 4SS","Y","Barking and Dagenham London Boro",2085950002,"","","","","118 Information","2015-03-01"
"134827",54971920,"Addwell",2,13,207,551924.6,188178.8,1,100023211439,"0001000000290762",5,551920,188194.4,4000000030263679,2,16.2,"82","Brentwood Road","Romford","Greater London","RM1 2EL","Y","Havering London Boro",1708751111,"","","","","118 Information","2015-03-01"
"135127",54817327,"Millenium Nails",2,10,156,544438.4,184163.2,1,100047244,"0001000007191445",5,544413.3,184098.2,4000000031272145,1,69.7,"Unit 25  The Vicarage Field Shopping Centre","Ripple Road","Barking","Greater London","IG11 8DH","Y","Barking and Dagenham London Boro",2085910664,"","","","","118 Information","2015-03-01"
"135357",54932231,"Eastbrooke Housing Options & Property Management Ltd",2,11,191,547338.2,187775.5,1,100023217790,"0001000000061590",3,547335.7,187762,4000000031179491,1,13.7,"1045-1047","High Road","Romford","Greater London","RM6 4AU","Y","Redbridge London Boro",2085982177,"","","","","118 Information","2015-03-01"
"135471",55028693,"G & C Kitchens & Bedrooms",2,14,214,549575,185542.5,1,100051292,"0001000000160009",6,549616.6,185544.8,4000000031179609,3,41.7,"Unit 11 Midas Industrial Estate","Wantz Road","Dagenham","Greater London","RM10 8PS","Y","Barking and Dagenham London Boro",2085921923,"","","","","118 Information","2015-03-01"
"135487",54844259,"The Beauty Suite",2,10,156,547055.8,187002.5,1,100011989,"0001000000063453",4,547061.4,187018.8,4000000030156741,3,17.3,"726a","Green Lane","Dagenham","Greater London","RM8 1YX","Y","Barking and Dagenham London Boro",2085901360,"","","","","118 Information","2015-03-01"
"135969",54947986,"City Electronic Services Ltd",2,13,205,545499.6,182648.4,1,100047770,"0001000007371172",7,545472.4,182641.6,4000000030422229,2,28.1,"22 River Road Business Park","River Road","Barking","Greater London","IG11 0EA","Y","Barking and Dagenham London Boro",2085079797,"","","","","118 Information","2015-03-01"
"136064",54953489,"Darncrest Scrap Metals",2,12,200,545448.6,183226.5,1,10090633117,"0001000007375320",2,545441.5,183194.7,4000000030360637,2,32.6,"Unit 11a  Lyon Business Park","River Road","Barking","Greater London","IG11 0JS","Y","Barking and Dagenham London Boro",2085944779,"www.darncrest-scrap-metals-barking.co.uk","","","","118 Information","2015-03-01"
"136295",55079493,"Infinity Memorials",2,10,775,544265.6,185157.1,1,100022211346,"0001000007194955",3,544249.8,185150.9,4000000030256667,2,17,"51","Fairway Gardens","Ilford","Greater London","IG1 2QG","Y","Redbridge London Boro",2084770191,"","","","","118 Information","2015-03-01"
"136308",54747951,"Abbey & Co",2,9,135,544689.1,186177.3,1,100022214717,"0001000007197020",2,544709,186182,4000000030464043,2,20.4,"84","Gordon Road","Ilford","Greater London","IG1 1SR","Y","Redbridge London Boro",2085143707,"","","","","118 Information","2015-03-01"
"136339",55086678,"J P Bradford",2,10,775,547895.8,184228.1,1,100034314,"0001000000049683",3,547856,184248,4000000031057236,1,44.5,"55","Arden Crescent","Dagenham","Greater London","RM9 6TJ","Y","Barking and Dagenham London Boro",2085937823,"","","","","118 Information","2015-03-01"
"136366",55049285,"Barking Storage",2,15,221,546882.6,183470.6,1,10002168220,"0001000007459997",3,546957.6,183463.5,4000000030156367,4,75.4,"Unit 1-2  Renwick Industrial Estate","Renwick Road","Barking","Greater London","IG11 0SD","Y","Barking and Dagenham London Boro",2085172590,"","","","","118 Information","2015-03-01"
"136418",54961875,"Mint Motors",2,13,212,546956,187608,1,NA,"0001000007471522",3,546950.5,187626.1,5000005127410991,1,19,"888","High Road","Romford","Greater London","RM6 4HU","Y","Redbridge London Boro",7885521548,"","","","","118 Information","2015-03-01"
"136537",55042352,"Stor a File",2,15,221,549880.6,185681.6,1,10091834646,"0001000000159982",2,549956.1,185728.3,4000000030262811,2,88.8,"335-351","Rainham Road South","Dagenham","Greater London","RM10 8QR","Y","Barking and Dagenham London Boro",2085928880,"www.storafile.co.uk","","","","118 Information","2015-03-01"
"136602",55058520,"Arthur Brown & Sons Removals & Storage",2,15,228,548585,188148,1,100013174,"0001000000122883",4,548594.1,188116.4,4000000030160034,2,32.9,"245","High Road","Romford","Greater London","RM6 6AS","Y","Barking and Dagenham London Boro",800136864,"","","","","118 Information","2015-03-01"
